,calories,carbs,description,fat,ingredients,protein,rating,reviews,title
393,352kcal,48.9g,"&#34;A long-time Wellington, Ohio friend shared this recipe with me and has become an all-time favorite. Serve with a dollop of sour cream and salsa. You can brown the chicken in a skillet first if you prefer. I have found it makes little difference.&#34;",2.9g,"['4 skinless, boneless chicken breasts, cut into 1-inch pieces', '1 (4 ounce) can chopped green chilies, undrained', '1/2 (8 ounce) jar salsa', '2 cubes chicken bouillon', '1 (48 ounce) jar navy beans, rinsed and drained', '2 cups water']",33.5g,4.60,12,Easy White Chili II Recipe - Allrecipes.com
394,307kcal,45.2g,&#34;A simple but tasty chili recipe using ground elk meat as the base. Best served with Mexican style cornbread. Beef may also be substituted for elk.&#34;,2.4g,"['1 1/2 pounds ground elk meat', '2 large yellow onions, diced', '2 (10 ounce) cans tomato sauce', '1 (14.5 ounce) can Italian-style stewed tomatoes', '1 (15 ounce) can kidney beans, drained', '1 (4 ounce) can diced green chiles (optional)', '1 1/2 tablespoons chili powder', '1 1/2 teaspoons ground cumin', '1 teaspoon dried oregano', '1 teaspoon salt', '1 teaspoon black pepper', '1/2 cup brown sugar']",28.1g,4.53,69,Elk Chili Recipe - Allrecipes.com
395,467kcal,63.4g,"&#34;Hearty three-bean chili with vegetables. 
Served with thick slices of garlic bread, it's a Grey Cup party staple.&#34;",12g,"['1 1/2 pounds extra lean ground beef', '1 tablespoon minced garlic, or more to taste', '1 cup chopped green bell pepper', '1 cup chopped red onion', '1 cup chopped carrot', '1 cup chopped zucchini', '1 cup chopped celery', '1 tablespoon ground cumin', '1 tablespoon chili powder', '1 1/2 teaspoons dried oregano', '1 1/2 teaspoons ground coriander', '1/4 teaspoon ground black pepper, or to taste', '1 (28 ounce) can diced tomatoes', '1 (14 ounce) can whole kernel corn, drained', '1 (10.75 ounce) can condensed tomato soup', '1 (4.5 ounce) can sliced mushrooms, drained', '1/4 cup barbeque sauce', '1 package taco seasoning mix, or to taste', '1 (19 ounce) can black beans, drained and rinsed', '1 (19 ounce) can garbanzo beans, drained and rinsed', '1 (19 ounce) can red kidney beans, drained and rinsed', '1 (15 ounce) can baked beans in tomato sauce', '1/2 cup chopped fresh cilantro, or to taste', '1 tablespoon lime juice']",28.7g,4.00,1,Grey Cup Chili Recipe - Allrecipes.com
396,301kcal,11.1g,"&#34;I have searched far and wide for a recipe that compares to Goldstar or Skyline chili, to no avail. Finally, I took a number of decent recipes and blended them together with the help of a former Goldstar Chili employee. It's still not the same, but it feeds my cravings. The most important things about the chili is how you prepare the beef and the cinnamon and chocolate. I recommend refrigerating the chili overnight. It always tastes better the next day.&#34;",17.1g,"['2 pounds extra lean ground beef', '2 onions, finely chopped', '1 quart water', '4 cloves garlic, minced', '1 teaspoon ground cumin', '2 teaspoons ground cinnamon', '1 1/2 teaspoons ground allspice', '1 1/2 teaspoons ground cloves', '1 1/2 teaspoons salt', '2 teaspoons black pepper', '1/2 teaspoon cayenne pepper', '2 tablespoons apple cider vinegar', '1 tablespoon Worcestershire sauce', '2 bay leaves', '1 (15 ounce) can tomato sauce', '1/2 ounce unsweetened baking chocolate']",25.9g,4.10,22,Lauren's Cincinnati Chili Recipe - Allrecipes.com
397,396kcal,26.7g,"&#34;A great alternative to regular chili. This dish has a unique taste that even the pickiest eater will enjoy. Make sure you spice this one to taste! Garnish with cheese, salsa, sour cream and cilantro leaves, and serve with rolled tortillas on the side.&#34;",17.3g,"['1 onion, chopped', '3 cloves garlic, minced', '1 1/2 pounds ground turkey', '2 (4 ounce) cans canned green chile peppers, chopped', '1 tablespoon ground cumin', '1 tablespoon dried oregano', '1 teaspoon ground cinnamon', 'ground cayenne pepper to taste', 'ground white pepper to taste', '3 (15 ounce) cans cannellini beans', '5 cups chicken broth', '2 cups shredded Monterey Jack cheese']",31.5g,4.37,814,White Chili with Ground Turkey Recipe - Allrecipes.com
398,250kcal,32.5g,"&#34;A delectable, southern winter dish that warms the heart and fills the tummy! Garnish with chopped avocado if desired.&#34;",7.4g,"['2 sweet potatoes, diced', '2 (14.5 ounce) cans diced stewed tomatoes with chili seasonings', '1 (8 ounce) can tomato sauce', '3/4 cup diced sweet onion', '1/2 cup chopped celery', '1/2 cup water', '1 tablespoon chili powder', '1 teaspoon ground cumin', '1/2 teaspoon ground cinnamon', '1 pinch salt', '1 pinch ground black pepper', '1 pinch cayenne pepper', '1 pinch garlic powder', '1 pinch onion powder', '1/2 pound ground turkey', '1/2 pound ground beef', '1 (12 ounce) can black beans, drained and rinsed', '1 cup corn']",16g,4.71,129,Sweet Potato Chili Recipe - Allrecipes.com
399,271kcal,27.6g,"&#34;This recipe dates back to 1946. It has  the right combination of water, flour, broth, and spices to create a thick, tomatoless chili con carne.&#34;",10g,"['1 pound ground beef', '1 1/2 cups all-purpose flour, divided', '1 1/3 cups beef broth', '1 quart water', '3 tablespoons chili powder', '2 tablespoons finely grated carrot', '1 tablespoon white vinegar', '2 teaspoons dried minced onion', '2 teaspoons salt', '1 teaspoon granulated sugar', '1 teaspoon paprika', '1/4 teaspoon garlic powder']",17.1g,2.94,17,Tommy's Chili Recipe - Allrecipes.com
400,361kcal,57.6g,"&#34;A simple chili recipe with three types of beans, turkey, diced tomatoes, spices and a touch of sweetness. This thick and rich chili recipe will surely be added to your regular dinner menu.&#34;",6g,"['1 pound ground turkey', '1 (14.5 ounce) can RED GOLD&#174; Diced Tomatoes', '1 (46 ounce) can RED GOLD&#174; Fresh Squeezed Tomato Juice', '1 onion, chopped', '1 teaspoon dill weed', '1/2 teaspoon dried oregano', '1 teaspoon garlic powder', '1 (15.5 ounce) can chili hot beans in chili gravy', '1 (15.5 ounce) can kidney beans, rinsed and drained', '1 (15 ounce) can pinto beans, rinsed and drained', '1 (14.5 ounce) can red beans, rinsed and drained', '1 (1.25 ounce) package chili seasoning mix', '1 tablespoon chili powder', '1/2 cup sugar', 'Salt and black pepper to taste']",24.3g,0.00,0,Sweet Turkey Chili from RED GOLD® Recipe - Allrecipes.com
401,283kcal,26.6g,&#34;The slow cooker does all the work for this savory soup.&#34;,8.3g,"['1 1/2 cups dried navy beans', '2 tablespoons all-purpose flour', '1 1/2 teaspoons garlic powder', '1 1/4 teaspoons ground cumin', '3/4 teaspoon dried oregano', '3/4 teaspoon medium grind black pepper', '1 1/2 pounds boneless, skinless chicken breast, cut in bite-sized pieces', '1 tablespoon Mazola&#174; Corn Oil', '2 stalks celery, diced', '1 carrot, diced', '1 cup diced onion', '4 ounces sliced mushrooms', '1 (14 ounce) can reduced sodium chicken broth', '1 cup salsa verde, divided', '1 1/2 cups water', '1 (5.3 ounce) can evaporated milk', '1 cup shredded Monterey Jack cheese', '1 tablespoon chopped fresh cilantro, or to taste', 'Sliced jalapenos and chopped cilantro (optional)']",25.3g,4.00,4,White Chicken Chili with Salsa Verde Recipe - Allrecipes.com
402,449kcal,40.8g,"&#34;Perfect for people who love using their slow cookers. I've tried many chili recipes but this one is the best ever! You can substitute beans for the cornmeal, but I think it takes away from the taste and the smooth texture. I recommend opening a second bottle of porter beer and drink it while cooking this tasty dish! Yum!&#34;",18g,"['1 cup strong brewed coffee', '1 (14.5 ounce) can diced tomatoes', '1 (12 fluid ounce) can or bottle porter-style beer', '2 (6 ounce) cans tomato paste', '1 cup beef broth', '1/2 cup brown sugar', '1/4 cup ketchup-style chili sauce (such as Heinz&#174;)', '1/4 cup chopped jalapeno peppers', '1 tablespoon ground cumin', '1 tablespoon cocoa powder', '2 teaspoons ground ancho chile powder', '1 teaspoon oregano', '1 teaspoon cayenne pepper', '1 teaspoon ground coriander', '1 teaspoon salt', '2 teaspoons vegetable oil', '2 pounds extra lean ground beef', '2 onions, chopped', '3 cloves garlic, minced', '1/2 cup cornmeal']",29g,3.71,6,Best No-Bean Chili Recipe - Allrecipes.com
403,246kcal,20.3g,"&#34;This recipe won the Blum invitational chili cook-off/Super Bowl&#174; party. It really is good. Many people say this but this one guarantees an empty pot when taken to potlucks. I got this recipe from my friend Mark, who has spent his life in public safety positions. He hasn't forgotten his firehouse roots as evidenced by this recipe.&#34;",9.6g,"['1 pound ground beef', '1 (14 ounce) can kidney beans', '1 (14.5 ounce) can beef bouillon', '1 (14 ounce) can whole plum tomatoes', '1 (7 ounce) can tomato puree', '1/2 (12 fluid ounce) can or bottle beer (optional)', '1 1/2 teaspoons Worcestershire sauce', '1 (1 ounce) package dry onion soup mix', '1/2 teaspoon red pepper flakes', '1/2 teaspoon crushed dried chipotle pepper', '1/2 teaspoon ground cumin', '1/2 teaspoon dried thyme', '1/2 teaspoon dried oregano']",18.5g,4.00,7,Mark's Firehouse Chili Recipe - Allrecipes.com
404,308kcal,25.9g,&#34;This is a nice way to have the flavour of chili without always using red meat. This can also be served as a filling for tacos!&#34;,10.5g,"['3 tablespoons vegetable oil', '2 cloves garlic, minced', '1 green bell pepper, chopped', '1 onion, chopped', '1 stalk celery, sliced', '1/4 pound mushrooms, chopped', '1 pound skinless, boneless chicken breast halves - cut into bite size pieces', '1 tablespoon chili powder', '1 teaspoon dried oregano', '1 teaspoon ground cumin', '1/2 teaspoon paprika', '1/2 teaspoon cocoa powder', '1/4 teaspoon salt', '1 pinch crushed red pepper flakes', '1 pinch ground black pepper', '1 (14.5 ounce) can whole peeled tomatoes with juice', '1 (19 ounce) can kidney beans, drained and rinsed']",29g,4.35,35,Chicken Chili Recipe - Allrecipes.com
405,335kcal,43.4g,&#34;A very yummy and healthy meal that tastes like it should be bad for you. I use hot chili seasoning. Enjoy.&#34;,9.2g,"['1 teaspoon vegetable oil', '1/2 white onion, diced', '2 cloves clove garlic, minced', '1 pound lean ground turkey', '1 (1.25 ounce) package chili seasoning mix', '1 (16 ounce) can chili beans in sauce', '1 (15.25 ounce) can whole kernel corn', '1 (15 ounce) can black beans, drained', '1 cup water', '1/2 cup diced tomatoes', '1/2 tablespoon tomato paste']",26.2g,4.63,7,World's Best Turkey Chili Recipe - Allrecipes.com
406,338kcal,35.3g,"&#34;This chili was a fun experiment that my kids gave 5 stars! Rhubarb is very popular in desserts and should make an appearance in a main dish occasionally. Serve with your favorite chili toppings, or eat on its own.&#34;",11.1g,"['2 tablespoons extra-virgin olive oil', '3 cups chopped fresh rhubarb (1/2-inch pieces)', '1 onion, chopped', '1 large red bell pepper, chopped', '1 teaspoon sea salt', '1 1/2 pounds ground turkey', '3 cloves garlic, minced', '2 tablespoons chili powder', '2 tablespoons unsweetened cocoa powder', '1 tablespoon white sugar', '1 1/2 teaspoons ground cumin', '1/2 teaspoon ground cinnamon', '1/4 teaspoon ground allspice', '1/8 teaspoon ground cayenne pepper', '2 (15 ounce) cans black beans, rinsed and drained', '2 (14.5 ounce) cans diced tomatoes', '1 cup frozen white corn', 'salt and ground black pepper to taste']",26.3g,0.00,0,Rhubarb Chili Recipe - Allrecipes.com
407,511kcal,15.8g,"&#34;This is my personal chili recipe, I really like it and hope you do too.&#34;",31.5g,"['3 1/2 pounds ground beef chuck', '1 pound ground pork', '1/2 cup meat drippings, or as desired', '1 cup minced onion', '4 cloves garlic, minced', '1 (12 fluid ounce) can or bottle Irish stout beer (such as Guinness&#174;)', '1 cup tomato paste', '1 cup water', '1/2 cup beef stock', '3 tablespoons chili powder', '2 tablespoons ground cumin', '2 teaspoons dried Mexican oregano', '2 teaspoons smoked paprika', '1 teaspoon ground coriander seed', '1 teaspoon unsweetened cocoa powder', '2 tablespoons chipotle-flavored hot sauce (such as Tabasco&#174; Chipotle Pepper Sauce)', '2 tablespoons cornmeal', '2 tablespoons all-purpose flour']",41.7g,4.14,4,Really Awesome Chili Recipe - Allrecipes.com
408,525kcal,29.8g,&#34;This is a Texas style chili recipe with beans. It also uses hamburger rather than chuck. Leaving behind a small amount of the hamburger fat gives it that unique Texas chili taste.&#34;,32.4g,"['2 pounds ground beef', '1/2 teaspoon garlic powder', '3 tablespoons chili powder', '2 teaspoons ground cumin', '3 tablespoons all-purpose flour', '1 tablespoon dried oregano', '2 (14 ounce) cans beef broth', '1 teaspoon salt', '1/4 teaspoon black pepper', '3 (15.5 ounce) cans pinto beans, drained']",28.9g,4.50,31,Ken's Texas Chili Recipe - Allrecipes.com
409,219kcal,37.6g,&#34;An awesome change from the traditional beef chili! I made this for my husband for the first time and he went back for seconds!&#34;,3.8g,"['2 chicken breasts, cut into chunks', '1 tablespoon olive oil', '1/3 red onion, chopped', '3 cloves garlic, minced', '1 (15 ounce) can black beans, drained', '1 (14.5 ounce) can great Northern beans, drained', '2 (14.5 ounce) cans diced tomatoes with green chile peppers', '1 (14 ounce) can tomato sauce', '1/2 cup chicken stock', '1/2 cup brown sugar', '1/2 cup frozen corn', '1/4 cup white vinegar', '3 tablespoons chili powder', '3 tablespoons ground cumin', '2 tablespoons dried cilantro', 'Dash of salt', '1 pinch cayenne pepper', '1/2 green bell peppers, diced', '1/2 red bell pepper, diced', '1/2 yellow bell pepper, diced']",12.2g,4.57,26,Chicken and Two Bean Chili Recipe - Allrecipes.com
410,379kcal,31.2g,&#34;I've been making this recipe for the family for many years. It's a great winter time warm up and makes a meal in itself.&#34;,17.1g,"['3 pounds ground beef', '3 (12 fluid ounce) cans or bottles beer', '2 (15 ounce) cans tomato sauce', '2 (15 ounce) cans diced tomatoes', '1 (15 ounce) can pinto beans, undrained', '1 (15 ounce) can red beans, undrained', '1 (15 ounce) can kidney beans, undrained', '2 large white onions, chopped', '1 large green bell pepper, chopped', '1 large red bell pepper, chopped', '1/2 cup light brown sugar', '4 cloves garlic, chopped', '2 (1.25 ounce) packages chili seasoning mix', '1 tablespoon cornstarch', '1/2 teaspoon ground mustard', '1 cup shredded Cheddar cheese, or to taste (optional)', '1/2 cup chopped onion, or to taste (optional)', '1 dash hot pepper sauce, or to taste', 'salt and ground black pepper to taste']",22.4g,5.00,1,Grandpa Ron's Awesome Three-Bean Chili Recipe - Allrecipes.com
411,323kcal,36.6g,"&#34;Got 30 minutes and a craving for good chili? Then get out your saucepan, because this chicken chili really satisfies.&#34;",9.4g,"['1 tablespoon vegetable oil', '4 (4 ounce) skinless, boneless chicken breast halves, cut into cubes', '4 teaspoons chili powder', '2 teaspoons ground cumin', '1 large onion, chopped', '1 medium green pepper, chopped', ""1 (10.75 ounce) can Campbell's&#174; Condensed Cream of Chicken Soup (Regular or 98% Fat Free)"", '3/4 cup water', '1 1/2 cups frozen whole kernel corn', '2 (15 ounce) cans white kidney beans (cannellini), rinsed and drained', '2 tablespoons shredded Cheddar cheese']",24g,4.57,136,Southwest White Chicken Chili Recipe - Allrecipes.com
412,390kcal,72.6g,"&#34;This is a wonderfully filling (high protein) yet yummy 3-bean, gluten-free, and vegetarian chili. I like to serve this chili over gluten-free macaroni and top it with shredded cheddar cheese and Greek yogurt.&#34;",4g,"['8 cups water', '1 (16 ounce) package dry kidney beans', '1 (15.25 ounce) can whole kernel corn, drained', '1 (15 ounce) can crushed tomatoes', '1 (8 ounce) package dry lentils', '1 (8 ounce) package dry black beans', '1 (6 ounce) can tomato paste', '1/2 cup white sugar', '2 tablespoons chili powder', '1 tablespoon ground cumin', '1 teaspoon paprika', '2 tablespoons olive oil', '3 onions, chopped', '3 cloves garlic, minced']",20.3g,3.80,5,Slow Cook 3-Bean Chili (Vegetarian and Gluten-Free) Recipe - Allrecipes.com
